# jls-ledger.tsv — every leaf section of java-langspec-1.0.pdf, with its coverage status.
#
# Transcribed from the spec's own table of contents (PDF pp. 7-19, printed vii-xix).
# This file is the WHOLE against which coverage is measured: a subset chosen by hand is
# indistinguishable from completeness unless the whole is written down first.
#
# status: COVERED | N/A | UNCOVERED    (default UNCOVERED; there is no fourth value)
#   COVERED  -> reason_or_templates lists the template ids exercising it (computed, not typed)
#   N/A      -> reason_or_templates is a written reason citing spec text or a TESTED behaviour
#   UNCOVERED-> the honest default
#
# Checked by conformance/check-ledger (gapless numbering, monotone pages, chapter anchoring).
#
# section	title	page	status	reason_or_templates
6.5.6	Meaning of Method Names	98	UNCOVERED		a MethodName may appear only in a method invocation expression, so using a method's name as a value is a compile-time error
6.5.6.1	Simple Method Names	98	UNCOVERED		a simple method name must name at least one method of the enclosing class or interface, else compile-time error
6.5.6.2	Qualified Method Names	98	UNCOVERED		Q.Id(...): package-name Q is an error, type-name Q requires a static method, expression Q requires a method of Q's type (p.nPoints() on a field is an error)
6.6	Qualified Names and Access Control	99	UNCOVERED		access control governs qualified access, class instance creation, explicit constructor invocation, and Class.newInstance
6.6.1	Determining Accessibility	99	UNCOVERED		public/protected/private/default accessibility of types and members determines whether a qualified access compiles
6.6.2	Details on protected Access	100	UNCOVERED		protected member access from another package is permitted only through super.Id or an expression whose type is S or a subclass of S; protected constructor is unusable via new T(...) outside the package
6.6.3	An Example of Access Control	100	UNCOVERED		a non-public class is usable only inside its package while a public class's public methods are usable anywhere, and protected fields only in subclasses
6.6.4	Example: Access to public and Non-public Classes	101	UNCOVERED		a public class is reachable from another package by FQN or single-type-import; a non-public class in the same unit is not (compile-time error)
6.6.5	Example: Default-Access Fields, Methods, and Constructors	102	UNCOVERED		a default-access method is not inherited across packages: the subclass's same-signature move does not override, so moveAlso calls Point.move and terminates instead of recursing
6.6.6	Example: public Fields, Methods, and Constructors	103	UNCOVERED		public members (including a public static field) are usable from any package, while default-access fields of the same public class are not
6.6.7	Example: protected Fields, Methods, and Constructors	104	UNCOVERED		protected fields of a Point parameter are inaccessible in Point3d.delta but accessible in delta3d via a Point3d parameter (compile-time errors)
6.6.8	Example: private Fields, Methods, and Constructors	105	UNCOVERED		private members are usable only inside the declaring class body and are not inherited by subclasses
6.7	Fully Qualified Names	105	UNCOVERED		every type has a fully qualified name usable in source (java.lang.Object, points.Point, double[]), formed by package name plus simple name
6.8	Naming Conventions	106	N/A	the section is an explicit recommendation ("We recommend these conventions... should not be followed slavishly"); a program that ignores the conventions behaves identically, so nothing is observable	
6.8.1	Package Names	107	UNCOVERED		a field, parameter, or local declaration can hide a package name in an expression, but a type name never hides a package name in a package/import declaration
6.8.2	Class and Interface Type Names	108	N/A	purely stylistic capitalization advice plus a statistical remark that hiding "is rare"; the language does not rely on case distinctions, so no rule here changes program behaviour	
6.8.3	Method Names	108	UNCOVERED		method names cannot hide or be hidden by other names, so a same-named variable and method coexist and each use resolves by context
6.8.4	Field Names	109	UNCOVERED		a field name can hide a package or type name (recoverable via import or FQN) but can never hide a method name
6.8.5	Constant Names	109	UNCOVERED		a constant field name cannot hide a method name of the same spelling, since the two are distinguished syntactically
6.8.6	Local Variable and Parameter Names	110	N/A	only style advice on short local/parameter names (b for byte, i/j/k for ints); it states no rule, and identifier choice has no effect a program can observe	
7.1	Package Members	114	UNCOVERED		a package may not contain a type declaration and a subpackage of the same simple name (compile-time error); subpackage FQN is P.Q
7.2	Host Support for Packages	115	N/A	states only that the host determines how packages/compilation units are created, stored, and made accessible — a host-environment concern with no rule a Java program can execute	
7.2.1	Storing Packages in a File System	115	N/A	pure host/tooling: directory layout, CLASSPATH, and the @uxxxx file-name escaping convention for mapping package names to pathnames; nothing observable from inside a compiled program	
7.2.2	Storing Packages in a Database	117	N/A	describes a host storing packages in a database and which §7.6 restrictions such a host may relax — a storage/tooling choice, not a rule a Java program can exercise	
7.3	Compilation Units	117	UNCOVERED		all three parts of a compilation unit are optional, and types in different compilation units may depend on each other circularly
7.4	Package Declarations	118	UNCOVERED		a compilation unit's package membership comes from its package declaration; absent one it belongs to an unnamed package
7.4.1	Named Packages	118	UNCOVERED		a type T in a compilation unit declaring `package P;` has fully qualified name P.T and is referable by it
7.4.2	Unnamed Packages	119	UNCOVERED		a compilation unit with no package declaration compiles and runs in the unnamed package, its types visible by simple name to that package
7.4.3	Scope and Hiding of a Package Name	120	UNCOVERED		package names never hide other names (a same-spelled variable/type/package coexist)
7.4.4	Access to Members of a Package	120	UNCOVERED		java and its subpackages lang, io, util are always accessible without any host configuration
7.5	Import Declarations	120	UNCOVERED		an import's simple name is in scope only in its own compilation unit — not in other compilation units of the same package, which must use the fully qualified name
7.5.1	Single-Type-Import Declaration	121	UNCOVERED		`import P.T;` makes T available as a simple name; nonexistent/non-public/non-accessible type, subpackage import, or two different types with the same simple name is a compile-time error
7.5.2	Type-Import-on-Demand Declaration	122	UNCOVERED		`import P.*;` makes all public types of P available on demand, and a single-type-import or a type declared in the compilation unit hides the on-demand name
7.5.3	Automatic Imports	122	UNCOVERED		every compilation unit implicitly imports java.lang.*, so String/Object/Math resolve with no import declaration
7.5.4	A Strange Example	123	UNCOVERED		a single-type-import of java.util.Vector does not stop a package named Vector from being recognized in a later import; the program compiles and prints both class names
7.6	Type Declarations	124	UNCOVERED		stray semicolons between type declarations are ignored, and a non-public type in a package is inaccessible from another package
7.7	Unique Package Names	125	N/A	a reversed-domain-name convention the section itself says is "not enforced by a Java compiler" — advice about choosing identifiers, with no rule whose violation a program could detect	
8.1	Class Declaration	128	UNCOVERED		a class declaration creates a new instantiable reference type; duplicate class/interface name in a package is a compile-time error
8.1.1	Scope of a Class Type Name	130	UNCOVERED		a class name's scope is the whole package, so mutually forward-referencing classes compile
8.1.2	Class Modifiers	130	UNCOVERED		repeating a class modifier (e.g. `public public class`) is a compile-time error
8.1.2.1	abstract Classes	131	UNCOVERED		`new` on an abstract class is a compile-time error, but instantiating a concrete subclass runs the abstract class's constructor and field initializers
8.1.2.2	final Classes	133	UNCOVERED		naming a final class in an extends clause is a compile-time error
8.1.3	Superclasses and Subclasses	133	UNCOVERED		a class with no extends clause has Object as direct superclass; a declared subclass cycle is a compile-time error
8.1.4	Superinterfaces	135	UNCOVERED		a non-abstract class must implement every method of its direct superinterfaces; one declaration can implement two superinterfaces' identical method
8.1.5	Class Body and Member Declarations	138	UNCOVERED		a member's scope is the entire class body, so a method may refer to a field declared textually later
8.2	Class Members	138	UNCOVERED		private members are not inherited, and constructors are not members so a subclass does not inherit them
8.2.1	Examples of Inheritance	139	N/A	the section body is a single sentence announcing the example subsections ("This section illustrates inheritance of class members through several examples") — it states no rule at all, so there is nothing a program can exercise	
8.2.1.1	Example: Inheritance with Default Access	140	UNCOVERED		a default-access field is not inherited by a subclass in another package (compile-time error on use)
8.2.1.2	Inheritance with public and protected	141	UNCOVERED		public and protected fields are inherited and usable by a subclass in another package
8.2.1.3	Inheritance with private	141	UNCOVERED		a private static field is not inherited; a subclass referring to it is a compile-time error
8.2.1.4	Accessing Members of Inaccessible Classes	142	UNCOVERED		an instance of a non-public class is usable through a public supertype, and its public overriding method is invoked dynamically from another package
8.3	Field Declarations	143	UNCOVERED		a subclass field hides a same-named superclass field, which stays reachable via super or a cast; two fields with one name in a class body is an error
8.3.1	Field Modifiers	144	UNCOVERED		a repeated modifier, or more than one of public/protected/private, on a field declaration is a compile-time error
8.3.1.1	static Fields	145	UNCOVERED		a static field has exactly one incarnation shared by all instances, while each instance gets its own non-static field
8.3.1.2	final Fields	146	UNCOVERED		a final field requires an initializer and assigning to it is a compile-time error, though the referenced object's state may still change
8.3.1.3	transient Fields	147	UNCOVERED		a transient field is accepted and behaves identically to an ordinary field in program execution (the spec defers persistence to an unspecified service)
8.3.1.4	volatile Fields	147	UNCOVERED		declaring a field both final and volatile is a compile-time error (the memory-model part is single-threaded-unobservable, but this rule is not)
8.3.2	Initialization of Fields	149	UNCOVERED		a class-variable initializer runs once at class initialization while an instance-variable initializer runs on every instance creation; an initializer that can throw a checked exception is an error
8.3.2.1	Initializers for Class Variables	149	UNCOVERED		forward reference by simple name, or use of this/super, in a class-variable initializer is a compile-time error
8.3.2.2	Initializers for Instance Variables	150	UNCOVERED		forward reference to another instance variable by simple name is an error, but referring to a later-declared static, or to this/super, is legal
8.3.3	Examples of Field Declarations	151	N/A	the section body is one sentence introducing its example subsections ("The following examples illustrate some (possibly subtle) points about field declarations"); it contains no rule, so there is no behaviour to observe	
8.3.3.1	Example: Hiding of Class Variables	151	UNCOVERED		a hiding static field is seen by simple name while super.x / Point.x sees the hidden one (prints `4.7 2`)
8.3.3.2	Example: Hiding of Instance Variables	152	UNCOVERED		a field access selects the field of the reference expression's static type, so `sample.x` and `((Point)sample).x` differ (prints `4.7 2`)
8.3.3.3	Example: Multiply Inherited Fields	153	UNCOVERED		referring by simple name to a field inherited from both a superclass and an interface is an ambiguity error; super.v and Frob.v disambiguate (prints 2.5)
8.3.3.4	Example: Re-inheritance of Fields	154	UNCOVERED		a field inherited from one interface by several paths is inherited once and its simple name is unambiguous
8.4	Method Declarations	155	UNCOVERED		two methods with the same signature in one class body is a compile-time error; a method and a field may share a name
8.4.1	Formal Parameters	156	UNCOVERED		argument values initialize freshly created parameter variables; duplicate parameter names, or redeclaring a parameter as a local, is an error
8.4.2	Method Signature	157	UNCOVERED		signature is name plus parameter count and types, so two same-signature declarations collide even when one is abstract
8.4.3	Method Modifiers	157	UNCOVERED		a repeated method modifier, or abstract combined with private/static/final/native, is a compile-time error
8.4.3.1	abstract Methods	158	UNCOVERED		an abstract method must live in an abstract class and every concrete subclass must implement it; invoking one via super is an error
8.4.3.2	static Methods	160	UNCOVERED		a static method is invoked without an object, and using this or super in its body is a compile-time error
8.4.3.3	final Methods	160	UNCOVERED		overriding or hiding a final method is a compile-time error; methods of a final class and private methods are implicitly final
8.4.3.4	native Methods	161	UNCOVERED		a native method's body must be a semicolon, and declaring a native method abstract is a compile-time error
8.4.3.5	synchronized Methods	161	N/A	the whole section specifies lock acquisition on the Class object or on this before the method body runs, equivalent to a synchronized statement (§14.17, §17); the target is Java 1.0 minus synchronized with no threads or locks, so no program can observe the locking	
8.4.4	Method Throws	163	UNCOVERED		a checked exception thrown by a body must appear in the throws clause, and a non-Throwable type in a throws clause is an error
8.4.5	Method Body	164	UNCOVERED		abstract/native methods must have a semicolon body and others a block; a value-returning method whose body can complete normally is an error
8.4.6	Inheritance, Overriding, and Hiding	165	UNCOVERED		a class inherits every accessible superclass/superinterface method it does not override or hide, and can invoke it on its own instances
8.4.6.1	Overriding (By Instance Methods)	165	UNCOVERED		an overriding instance method is dispatched dynamically and reachable via super, while a cast to the superclass type does not reach the overridden one
8.4.6.2	Hiding (By Class Methods)	165	UNCOVERED		a static method hides a same-signature superclass static method (reachable by qualified name); a static method hiding an instance method is an error
8.4.6.3	Requirements in Overriding and Hiding	166	UNCOVERED		an override with a different return type, a conflicting throws clause, or reduced access is a compile-time error
8.4.6.4	Inheriting Methods with the Same Signature	166	UNCOVERED		when several same-signature methods are inherited, the non-abstract one implements the rest; a static one, or mismatched return types, is an error
8.4.7	Overloading	167	UNCOVERED		overload selection uses the argument count and compile-time types, and overriding one overload leaves the sibling overload inherited
8.4.8	Examples of Method Declarations	168	N/A	the section body is one sentence introducing its example subsections ("The following examples illustrate some (possibly subtle) points about method declarations"); it states no rule, so there is nothing to exercise	
8.4.8.1	Example: Overriding	168	UNCOVERED		the overriding move is invoked even through a variable of the superclass type
8.4.8.2	Example: Overloading, Overriding, and Hiding	168	UNCOVERED		a subclass can simultaneously hide the superclass fields, override move(int,int), and overload it with move(float,float)
8.4.8.3	Example: Incorrect Overriding	169	UNCOVERED		overriding getX/getY with a float return type where the superclass returns int is a compile-time error
8.4.8.4	Example: Overriding versus Hiding	170	UNCOVERED		the program prints `(0, 0)` / `(2.7182798, 3.14159)` / `(2, 3)` / `(2, 3)`, showing fields hide but methods override
8.4.8.5	Example: Invocation of Hidden Class Methods	171	UNCOVERED		prints `Goodnight, Dick` — the hidden static method is picked by the variable's declared type, the instance method by the object's class
8.4.8.6	Large Example of Overriding	172	UNCOVERED		an inherited putstr calls the overriding putchar of the receiver, so the program prints `lbo` / `print` / `lbo`
8.4.8.7	Example: Incorrect Overriding because of Throws	174	UNCOVERED		an override declaring a checked exception the superclass method does not is an error, and so is throwing it without a throws clause
8.5	Static Initializers	175	UNCOVERED		static initializers and class-variable initializers run in textual order at class initialization, so a method called from an earlier initializer sees the default value 0
8.6	Constructor Declarations	176	UNCOVERED		a constructor runs on `new`; its name must be the class's simple name, and it is not a member so it cannot be inherited, hidden, or invoked by a method call
8.6.1	Formal Parameters	177	UNCOVERED		constructor formal parameters bind the arguments of a class instance creation expression exactly as method parameters do (duplicate parameter name is an error)
8.6.2	Constructor Signature	177	UNCOVERED		two constructors with the same parameter types in one class is a compile-time error
8.6.3	Constructor Modifiers	177	UNCOVERED		only public/protected/private are allowed; declaring a constructor abstract, static, final, or native is a compile-time error
8.6.4	Constructor Throws	178	UNCOVERED		a checked exception thrown by a constructor must be listed in its throws clause and handled at the creation expression
8.6.5	Constructor Body	178	UNCOVERED		super(...) is inserted implicitly and instance-variable initializers run after it in textual order, whereas this(...) does not rerun them; constructor self-invocation cycles and instance-variable use in an explicit invocation are errors
8.6.6	Constructor Overloading	180	UNCOVERED		overloaded constructors are selected at compile time by the class instance creation expression's argument types
8.6.7	Default Constructor	180	UNCOVERED		a class with no constructors gets a no-arg default that calls super(), public exactly when the class is public; an error if the superclass has no no-arg constructor
8.6.8	Preventing Instantiation of a Class	180	UNCOVERED		a class whose only constructor is private cannot be instantiated from outside its own declaration
9.1	Interface Declarations	184	UNCOVERED		an interface declaration introduces a usable reference type; a class and an interface with the same name in one package is a compile-time error
9.1.1	Scope of an Interface Type Name	184	UNCOVERED		an interface type name is in scope over the whole package, so it can be used before/above its own declaration and from a sibling compilation unit
9.1.2	Interface Modifiers	184	UNCOVERED		only public/abstract may precede `interface`, and a repeated modifier is a compile-time error
9.1.2.1	abstract Interfaces	184	UNCOVERED		every interface is implicitly abstract: an explicit `abstract interface` behaves identically and no interface can be instantiated
9.1.3	Superinterfaces	185	UNCOVERED		extends transitively inherits superinterface methods/constants and makes an implementor assignable and `instanceof`-true for every superinterface; circular extends is a compile-time error
9.1.4	Interface Body and Member Declarations	185	UNCOVERED		an interface body admits only constant and abstract-method members (a method body or constructor is a compile-time error), and member names scope over the entire body
9.1.5	Access to Interface Member Names	186	UNCOVERED		interface members are implicitly public and reachable from another package exactly when the interface itself is public
9.2	Interface Members	186	UNCOVERED		an interface's members are its own plus everything inherited from direct superinterfaces except fields it hides and methods it overrides
9.3	Field (Constant) Declarations	186	UNCOVERED		an interface field is implicitly public static final — assignment to it is a compile-time error, and transient/volatile on it is a compile-time error
9.3.1	Initialization of Fields in Interfaces	187	UNCOVERED		every interface field needs an initializer (need not be constant), evaluated exactly once at interface initialization; forward reference by simple name, and `this`/`super` in the initializer, are compile-time errors
9.3.2	Examples of Field Declarations	188	N/A	a single lead-in sentence ("The following example illustrates some (possibly subtle) points about field declarations") with no rule of its own; all normative content is in 9.3.2.1 and 9.3.2.2	
9.3.2.1	Ambiguous Inherited Fields	188	UNCOVERED		a field name inherited from two different direct superinterfaces is an ambiguous member: any simple-name use is a compile-time error
9.3.2.2	Multiply Inherited Fields	188	UNCOVERED		one declaration inherited by several diamond paths yields a single member, usable by simple name without ambiguity
9.4	Abstract Method Declarations	189	UNCOVERED		interface methods are implicitly public abstract with a `;` body; static/native/final on them is a compile-time error, yet an implementing class method may be final or native
